country_iso3c,year,recipient,civ_soc_aid,gov_aid,other_aid,dem_aid,dem_aid_all,country_id,elec_dem,lib_dem,delib_dem,egal_dem,participatory_dem,corruption_index,civ_soc_strength,civ_soc_part,GDPpc_vdem,exchange_rate,gini_vdem,pop_mil_vdem,pop_vdem,iso2c,country,GDPpc_WB_2010,GDPpc_ppp_WB_2011,GDPpc_growth_WB,GINI_WB,pop_WB,region,elec_dem2,lib_dem2,egal_dem2,delib_dem2,participatory_dem2,civ_soc_aid_cumul,gov_aid_cumul,other_aid_cumul,civ_soc_strength_l1,civ_soc_aid_l1,gov_aid_l1,other_aid_l1,elec_dem_l1,elec_dem2_l1,lib_dem_l1,lib_dem2_l1,delib_dem_l1,delib_dem2_l1,egal_dem_l1,egal_dem2_l1,participatory_dem_l1,participatory_dem2_l1,GDPpc_ppp_WB_2011_l1,civ_soc_aid_cumul_l1,gov_aid_cumul_l1,other_aid_cumul_l1,EU_accession,civ_soc_str_3yr,civ_soc_str_2yr,civ_soc_str_4yr,civ_soc_str_diff1,civ_soc_aid_diff1,civ_soc_cumul_diff1,gov_aid_diff1,gov_cumul_diff1,other_aid_diff1,other_cumul_diff1,civ_soc_cumul_diff1_l1,gov_cumul_diff1_l1,other_cumul_diff1_l1,civ_soc_str_3yr_l1,civ_soc_str_2yr_l1,civ_soc_aid_l1_log,gov_aid_l1_log,other_aid_l1_log,GDPpc_ppp_WB_2011_l1_log
ALB,1995,Albania,5.169943,18.679627,258.262526,23.84957,23.84957,12,0.480387911,0.368108908,0.31931542,0.350378016,0.276281761,0.68441009,0.772422749,0.417302338,2307.580078,92.69750214,NA,3178519.5,3149959,AL,Albania,1703.237156,4129.655126,14.00202422,NA,3187784,Europe & Central Asia,0.230772545,0.135504168,0.122764754,0.101962338,0.076331611,5.169943,18.679627,258.262526,0.772422749,NA,6.268677,226.008371,0.465566747,0.216752396,0.360863431,0.130222416,0.329587541,0.108627947,0.340987905,0.116272752,0.269611736,0.072690488,3622.440176,NA,6.268677,226.008371,no leverage,0.778392975,0.772422749,0.779266517,0,NA,NA,12.41095,12.41095,32.254155,32.254155,-182.258361,-330.250086,-10562.20683,0.424465351,0.426702716,NA,1.835565328,5.420572038,8.194903159
ALB,1996,Albania,0.293685,3.142426,281.438109,3.436111,3.436111,12,0.409572096,0.325257381,0.253519319,0.299393855,0.242831713,0.68441009,0.753803123,0.417302338,2481.860107,104.4989166,28,3156326.8,3122038,AL,Albania,1869.816823,4533.54285,9.780180454,27,3168033,Europe & Central Asia,0.167749302,0.105792364,0.08963668,0.064272045,0.058967241,5.463628,21.822053,539.700635,0.772422749,5.169943,18.679627,258.262526,0.480387911,0.230772545,0.368108908,0.135504168,0.31931542,0.101962338,0.350378016,0.122764754,0.276281761,0.076331611,4129.655126,5.169943,24.948304,484.270897,no leverage,0.766216207,0.763112936,0.772245512,-0.018619626,-4.876258,0.293685,-15.537201,-3.126251,23.175583,55.429738,NA,18.679627,258.262526,0.778392975,0.772422749,1.642861663,2.927433465,5.55397661,8.325949178
ALB,1997,Albania,15.067268,8.484041,225.178243,23.551309,23.551309,12,0.403008874,0.319035522,0.263645136,0.302251899,0.239982003,0.713002616,0.759952612,0.417302338,2197.909912,148.9329224,29.09999943,3134134.1,3101366,AL,Albania,1676.08284,4063.81699,-10.36112099,NA,3148281,Europe & Central Asia,0.162416153,0.101783664,0.09135621,0.069508758,0.057591362,20.530896,30.306094,764.878878,0.753803123,0.293685,3.142426,281.438109,0.409572096,0.167749302,0.325257381,0.105792364,0.253519319,0.064272045,0.299393855,0.08963668,0.242831713,0.058967241,4533.54285,5.463628,28.09073,765.709006,no leverage,0.762059495,0.756877868,0.764650309,0.006149489,14.773583,15.067268,5.341615,2.215364,-56.259866,-0.830128,15.360953,3.142426,281.438109,0.766216207,0.763112936,-1.225247515,1.144995113,5.639912562,8.419258999
ALB,1998,Albania,11.244575,37.771247,520.722139,49.015822,49.015822,12,0.425056272,0.338368367,0.300707876,0.307376184,0.273079114,0.751781726,0.783161909,0.583463921,2405.340088,150.6333313,28.89999962,3111941.4,3088133,AL,Albania,1835.596722,4450.573067,9.517064318,NA,3128530,Europe & Central Asia,0.180672834,0.114493152,0.094480118,0.090425227,0.074572202,31.775471,68.077341,1285.601017,0.759952612,15.067268,8.484041,225.178243,0.403008874,0.162416153,0.319035522,0.101783664,0.263645136,0.069508758,0.302251899,0.09135621,0.239982003,0.057591362,4063.81699,20.530896,36.574771,990.887249,no leverage,0.765639215,0.771557261,0.767335098,0.023209297,-3.822693,11.244575,29.287206,31.50257,295.543896,294.713768,26.311843,8.484041,225.178243,0.762059495,0.756877868,2.712524709,2.138186869,5.41689228,8.309877956
ALB,1999,Albania,16.030666,222.766555,820.612438,238.797221,238.797221,12,0.433764517,0.349251522,0.306717952,0.321523137,0.308694086,0.758384792,0.797631351,0.621655258,2751.889893,137.6905823,28.69999981,3089748.7,3081326,AL,Albania,2085.371147,5056.174132,13.60726038,NA,3108778,Europe & Central Asia,0.188151657,0.121976625,0.103377128,0.094075902,0.095292039,47.806137,290.843896,2106.213455,0.783161909,11.244575,37.771247,520.722139,0.425056272,0.180672834,0.338368367,0.114493152,0.300707876,0.090425227,0.307376184,0.094480118,0.273079114,0.074572202,4450.573067,31.775471,74.346018,1511.609388,no leverage,0.780248624,0.79039663,0.773637249,0.014469442,4.786091,16.030666,184.995308,216.497878,299.890299,594.604067,27.275241,37.771247,520.722139,0.765639215,0.771557261,2.41988579,3.631548152,6.255216577,8.400788146
ALB,2000,Albania,11.826611,63.585059,459.078435,75.41167,75.41167,12,0.445996377,0.367712147,0.322658409,0.332846853,0.31393801,0.73238437,0.780571113,0.627493498,2962.280029,143.7094116,28.5,3067556,3080066,AL,Albania,2244.564836,5442.153872,7.633830038,NA,3089027,Europe & Central Asia,0.198912769,0.135212223,0.110787028,0.104108449,0.098557074,59.632748,354.428955,2565.29189,0.797631351,16.030666,222.766555,820.612438,0.433764517,0.188151657,0.349251522,0.121976625,0.306717952,0.094075902,0.321523137,0.103377128,0.308694086,0.095292039,5056.174132,47.806137,297.112573,2332.221826,no leverage,0.787121458,0.789101232,0.780329246,-0.017060239,-4.204055,11.826611,-159.181496,57.316382,-361.534003,233.070064,27.857277,222.766555,820.612438,0.780248624,0.79039663,2.774503513,5.406124385,6.710050937,8.528365376
ALB,2001,Albania,9.574221,38.261272,448.499652,47.835493,47.835493,12,0.509184434,0.412698215,0.383644031,0.365441561,0.349589588,0.722784716,0.816405982,0.627493498,3228.52002,143.4848328,28.30000019,3069385,3085325,AL,Albania,2453.557464,5948.875718,9.311053274,NA,3060173,Europe & Central Asia,0.259268788,0.170319817,0.133547534,0.147182743,0.12221288,69.206969,392.690227,3013.791542,0.780571113,11.826611,63.585059,459.078435,0.445996377,0.198912769,0.367712147,0.135212223,0.322658409,0.104108449,0.332846853,0.110787028,0.31393801,0.098557074,5442.153872,59.632748,360.697632,2791.300261,no leverage,0.798202815,0.798488547,0.794442589,0.03583487,-2.25239,9.574221,-25.323787,31.992595,-10.578783,222.491281,21.400832,63.585059,459.078435,0.787121458,0.789101232,2.470352162,4.152378521,6.129221078,8.601930194
ALB,2002,Albania,12.207754,26.636699,624.959024,38.844453,38.844453,12,0.543267769,0.436544035,0.40797504,0.391287183,0.373137829,0.733687708,0.816405982,0.627493498,3397.679932,140.1545105,31.73999977,3076281,3097648,AL,Albania,2572.652201,6237.631862,4.853961613,31.7,3051010,Europe & Central Asia,0.295139869,0.190570694,0.153105659,0.166443633,0.139231839,81.414723,419.326926,3638.750566,0.816405982,9.574221,38.261272,448.499652,0.509184434,0.259268788,0.412698215,0.170319817,0.383644031,0.147182743,0.365441561,0.133547534,0.349589588,0.12221288,5948.875718,69.206969,398.958904,3239.799913,no leverage,0.804461026,0.816405982,0.802753607,0,2.633533,12.207754,-11.624573,20.368022,176.459372,398.950653,21.781975,38.261272,448.499652,0.798202815,0.798488547,2.259074174,3.64443821,6.105907906,8.690957526
ALB,2003,Albania,26.334907,53.39847,557.496994,79.733377,79.733377,12,0.552829352,0.445464382,0.417933187,0.397706773,0.377145678,0.733687708,0.801933307,0.624629886,3627.060059,121.8632507,29.60000038,3086737,3114978,AL,Albania,2725.096745,6607.247677,5.925579185,NA,3039616,Europe & Central Asia,0.305620292,0.198438515,0.158170678,0.174668149,0.142238863,107.74963,472.725396,4196.24756,0.816405982,12.207754,26.636699,624.959024,0.543267769,0.295139869,0.436544035,0.190570694,0.40797504,0.166443633,0.391287183,0.153105659,0.373137829,0.139231839,6237.631862,81.414723,425.595603,3864.758937,no leverage,0.811581757,0.809169645,0.803829096,-0.014472676,14.127153,26.334907,26.761771,47.129793,-67.46203,331.488623,38.542661,26.636699,624.959024,0.804461026,0.816405982,2.502071324,3.282289927,6.437686086,8.73835588
ALB,2004,Albania,29.986655,64.029268,524.430907,94.015923,94.015923,12,0.546775688,0.452700508,0.408148305,0.393544152,0.389007067,0.733687708,0.840907244,0.743269282,3864.389893,102.7800522,31.10000038,3098678,3134402,AL,Albania,2887.291291,7000.503271,5.951882136,NA,3026939,Europe & Central Asia,0.298963653,0.20493775,0.154876999,0.166585038,0.151326498,137.736285,536.754664,4720.678467,0.801933307,26.334907,53.39847,557.496994,0.552829352,0.305620292,0.445464382,0.198438515,0.417933187,0.174668149,0.397706773,0.158170678,0.377145678,0.142238863,6607.247677,107.74963,478.994073,4422.255931,no leverage,0.819748845,0.821420276,0.818913129,0.038973938,3.651748,29.986655,10.630798,57.760591,-33.066087,298.422536,56.321562,53.39847,557.496994,0.811581757,0.809169645,3.270895322,3.977782094,6.323457111,8.795922458
ALB,2005,Albania,23.937778,60.595142,477.600842,84.53292,84.53292,12,0.571376363,0.470740776,0.490702847,0.412416879,0.405382874,0.700688638,0.840907244,0.765697442,4116.779785,99.87025452,30.60000038,3110579,3153731,AL,Albania,3062.592504,7425.537185,6.07147654,30.6,3011487,Europe & Central Asia,0.326470948,0.221596878,0.170087682,0.240789284,0.164335274,161.674063,597.349806,5198.279309,0.840907244,29.986655,64.029268,524.430907,0.546775688,0.298963653,0.452700508,0.20493775,0.408148305,0.166585038,0.393544152,0.154876999,0.389007067,0.151326498,7000.503271,137.736285,543.023341,4946.686838,no leverage,0.827915932,0.840907244,0.825038444,0,-6.048877,23.937778,-3.434126,54.326465,-46.830065,251.592471,53.924433,64.029268,524.430907,0.819748845,0.821420276,3.400752449,4.159340291,6.262313688,8.853737321
ALB,2006,Albania,15.79242,56.273978,626.060776,72.066398,72.066398,12,0.571956196,0.471308504,0.468161664,0.412929064,0.404822208,0.700688638,0.898100841,0.765697442,4367.439941,98.1033783,31.10000038,3121751,3172155,AL,Albania,3263.8124,7913.413328,6.570247117,NA,2992547,Europe & Central Asia,0.327133891,0.222131706,0.170510412,0.219175344,0.16388102,177.466483,653.623784,5824.340085,0.840907244,23.937778,60.595142,477.600842,0.571376363,0.326470948,0.470740776,0.221596878,0.490702847,0.240789284,0.412416879,0.170087682,0.405382874,0.164335274,7425.537185,161.674063,603.618483,5424.28768,no leverage,0.859971777,0.869504043,0.845462159,0.057193597,-8.145358,15.79242,-4.321164,50.005301,148.459934,400.052405,39.730198,60.595142,477.600842,0.827915932,0.840907244,3.17545788,4.104214725,6.168775325,8.912680309
ALB,2007,Albania,12.264442,71.193207,444.104321,83.457649,83.457649,12,0.58884639,0.484338413,0.444809401,0.427802187,0.415332514,0.700688638,0.898100841,0.765697442,4647.310059,90.42789459,31.10000038,3132456,NA,AL,Albania,3485.227628,8450.254911,6.783944691,NA,2970017,Europe & Central Asia,0.346740071,0.234583698,0.183014711,0.197855403,0.172501097,189.730925,724.816991,6268.444406,0.898100841,15.79242,56.273978,626.060776,0.571956196,0.327133891,0.471308504,0.222131706,0.468161664,0.219175344,0.412929064,0.170510412,0.404822208,0.16388102,7913.413328,177.466483,659.892461,6050.348456,no leverage,0.879036309,0.898100841,0.869504043,0,-3.527978,12.264442,14.919229,64.92453,-181.956455,218.09595,28.056862,56.273978,626.060776,0.859971777,0.869504043,2.759530078,4.030232226,6.439447453,8.976314488
ALB,2008,Albania,10.611917,43.350513,568.021207,53.96243,53.96243,12,0.58884639,0.48344463,0.444809401,0.427802187,0.409425188,0.764953725,0.898100841,0.750225975,5010.029785,87.91000366,29.97999954,3143296,NA,AL,Albania,3775.479709,9153.997774,8.328066674,30,2947314,Europe & Central Asia,0.346740071,0.23371871,0.183014711,0.197855403,0.167628985,200.342842,768.167504,6836.465613,0.898100841,12.264442,71.193207,444.104321,0.58884639,0.346740071,0.484338413,0.234583698,0.444809401,0.197855403,0.427802187,0.183014711,0.415332514,0.172501097,8450.254911,189.730925,731.085668,6494.452777,no leverage,0.898100841,0.898100841,0.883802442,0,-1.652525,10.611917,-27.842694,37.081836,123.916886,342.012836,22.876359,71.193207,444.104321,0.879036309,0.898100841,2.506704181,4.265397407,6.096059492,9.041951887
ALB,2009,Albania,11.127852,43.332798,255.430222,54.46065,54.46065,12,0.598769847,0.488383072,0.449614635,0.432577935,0.408566821,0.764953725,0.889174308,0.712428583,5178.870117,95.80999756,31.10000038,3155273,NA,AL,Albania,3928.342143,9524.626805,4.048821511,NA,2927519,Europe & Central Asia,0.358525329,0.238518025,0.18712367,0.20215332,0.166926847,211.470694,811.500302,7091.895835,0.898100841,10.611917,43.350513,568.021207,0.58884639,0.346740071,0.48344463,0.23371871,0.444809401,0.197855403,0.427802187,0.183014711,0.409425188,0.167628985,9153.997774,200.342842,774.436181,7062.473984,active,0.89512533,0.893637574,0.895869208,-0.008926534,0.515935,11.127852,-0.017715,37.064121,-312.590985,29.421851,21.739769,43.350513,568.021207,0.898100841,0.898100841,2.361977615,3.769318537,6.342158754,9.121945978
ALB,2010,Albania,6.237237,53.561876,455.022088,59.799113,59.799113,12,0.587493359,0.481946244,0.428453329,0.425442167,0.398522974,0.761455399,0.882822603,0.712428583,5374.990234,NA,31.10000038,3169087,NA,AL,Albania,4094.360204,9927.15286,4.226160913,NA,2913021,Europe & Central Asia,0.345148447,0.232272183,0.181001038,0.183572255,0.15882056,217.707931,865.062178,7546.917923,0.889174308,11.127852,43.332798,255.430222,0.598769847,0.358525329,0.488383072,0.238518025,0.449614635,0.20215332,0.432577935,0.18712367,0.408566821,0.166926847,9524.626805,211.470694,817.768979,7317.904206,active,0.890032584,0.885998455,0.892049648,-0.006351704,-4.890615,6.237237,10.229078,47.293199,199.591866,229.013717,17.365089,43.332798,255.430222,0.89512533,0.893637574,2.409451155,3.768909808,5.542949269,9.161636019
ALB,2011,Albania,19.487962,16.693576,494.458843,36.181538,36.181538,12,0.587493359,0.484858923,0.436152313,0.425442167,0.39541315,0.761455399,0.882822603,0.712428583,NA,NA,31.10000038,NA,NA,AL,Albania,4210.077005,10207.71889,2.826248686,NA,2905195,Europe & Central Asia,0.345148447,0.235088175,0.181001038,0.19022884,0.156351559,237.195893,881.755754,8041.376766,0.882822603,6.237237,53.561876,455.022088,0.587493359,0.345148447,0.481946244,0.232272183,0.428453329,0.183572255,0.425442167,0.181001038,0.398522974,0.15882056,9927.15286,217.707931,871.330855,7772.926294,active,0.884939838,0.882822603,0.888230089,0,13.250725,19.487962,-36.8683,10.424899,39.436755,268.450472,25.725199,53.561876,455.022088,0.890032584,0.885998455,1.830537296,3.980837546,6.120345963,9.203028995
ALB,2012,Albania,16.675102,18.333383,357.727028,35.008485,35.008485,12,0.587717233,0.485026011,0.436357882,0.425594865,0.392378597,0.754811306,0.895830849,0.712428583,NA,NA,28.95999908,NA,NA,AL,Albania,4276.917643,10369.78016,1.587634572,29,2900401,Europe & Central Asia,0.345411546,0.235250232,0.18113099,0.190408201,0.153960964,253.870995,900.089137,8399.103794,0.882822603,19.487962,16.693576,494.458843,0.587493359,0.345148447,0.484858923,0.235088175,0.436152313,0.19022884,0.425442167,0.181001038,0.39541315,0.156351559,10207.71889,237.195893,888.024431,8267.385137,active,0.887158685,0.889326726,0.887662591,0.013008246,-2.81286,16.675102,1.639807,12.064706,-136.731815,131.718657,36.163064,16.693576,494.458843,0.884939838,0.882822603,2.969796942,2.815023975,6.203463918,9.230899467
ALB,2013,Albania,14.863743,60.418063,688.460411,75.281806,75.281806,12,0.554081398,0.473343366,0.218432529,0.424881996,0.364404484,0.61602022,0.877738266,0.650537074,NA,NA,NA,NA,NA,AL,Albania,4327.608232,10492.68416,1.185213112,NA,2895092,Europe & Central Asia,0.307006195,0.224053943,0.180524711,0.04771277,0.132790628,268.734738,960.5072,9087.564205,0.895830849,16.675102,18.333383,357.727028,0.587717233,0.345411546,0.485026011,0.235250232,0.436357882,0.190408201,0.425594865,0.18113099,0.392378597,0.153960964,10369.78016,253.870995,906.357814,8625.112165,active,0.885463906,0.886784558,0.88480358,-0.018092583,-1.811359,14.863743,42.08468,54.149386,330.733383,462.45204,31.538845,18.333383,357.727028,0.887158685,0.889326726,2.813916709,2.908723606,5.879770204,9.246651102
ARM,1995,Armenia,NA,44.182718,307.125722,NA,44.182718,105,0.4682354,0.268082394,0.360903779,0.400302536,0.18911169,0.593777878,0.770746561,0.49646673,3524.889893,405.9083252,38.09999847,3310253,3226978,AM,Armenia,1043.543141,2173.36283,9.103492511,NA,3217342,Europe & Central Asia,0.21924439,0.07186817,0.16024212,0.130251538,0.035763231,NA,44.182718,307.125722,0.78065504,4.916318,3.305459,274.698276,0.610923331,0.373227317,0.344971874,0.119005594,0.468615291,0.219600291,0.515166362,0.26539638,0.246995031,0.061006545,1992.019485,4.916318,3.305459,274.698276,no leverage,0.777352213,0.7757008,0.778632685,-0.009908478,NA,NA,40.877259,40.877259,32.427446,32.427446,NA,-5028.845643,-150850.5943,0.852089704,0.85430409,1.592559876,1.195575344,5.615673317,7.59690422
ARM,1996,Armenia,1.907078,6.373335,406.687193,8.280413,8.280413,105,0.447349264,0.254933997,0.342962422,0.378620308,0.234362387,0.636388228,0.77117185,0.537489468,3738.159912,414.0415039,48.20000076,3263364.6,3178010,AM,Armenia,1121.881629,2336.516562,7.506971651,NA,3168215,Europe & Central Asia,0.200121364,0.064991343,0.143353338,0.117623223,0.054925728,1.907078,50.556053,713.812915,0.770746561,NA,44.182718,307.125722,0.4682354,0.21924439,0.268082394,0.07186817,0.360903779,0.130251538,0.400302536,0.16024212,0.18911169,0.035763231,2173.36283,NA,47.488177,581.823998,no leverage,0.77419115,0.770959206,0.775807123,4.25E-04,NA,NA,-37.809383,3.067876,99.561471,131.988917,-3.00924,44.182718,307.125722,0.777352213,0.7757008,NA,3.788333717,5.727257182,7.684030938
ARM,1997,Armenia,7.378081,7.035724,330.929647,14.413805,14.413805,105,0.418794683,0.243330299,0.302374519,0.361245633,0.208839884,0.650223291,0.77117185,0.432283394,3867.860107,490.8467712,50.45000076,3216476.2,3143007,AM,Armenia,1172.136802,2441.181834,4.479543336,NA,3133086,Europe & Central Asia,0.175388987,0.059209634,0.130498407,0.09143035,0.043614097,9.285159,57.591777,1044.742562,0.77117185,1.907078,6.373335,406.687193,0.447349264,0.200121364,0.254933997,0.064991343,0.342962422,0.117623223,0.378620308,0.143353338,0.234362387,0.054925728,2336.516562,6.823396,53.861512,988.511191,no leverage,0.771030087,0.77117185,0.773436325,0,5.471003,2.461763,0.662389,3.730265,-75.757546,56.231371,NA,6.373335,406.687193,0.77419115,0.770959206,0.645572228,1.85212288,6.008044322,7.75641645
ARM,1998,Armenia,11.840884,5.068069,444.52706,16.908953,16.908953,105,0.42532456,0.234787525,0.293918909,0.365981623,0.203083397,0.76019047,0.776364427,0.449213312,4165.180176,504.9150085,46,3169587.8,3118913,AM,Armenia,1267.575283,2639.949318,8.142264625,NA,3108684,Europe & Central Asia,0.180900981,0.055125182,0.133942549,0.086388325,0.041242866,21.126043,62.659846,1489.269622,0.77117185,7.378081,7.035724,330.929647,0.418794683,0.175388987,0.243330299,0.059209634,0.302374519,0.09143035,0.361245633,0.130498407,0.208839884,0.043614097,2441.181834,14.201477,60.897236,1319.440838,no leverage,0.772902709,0.773768138,0.772363672,0.005192577,4.462803,6.924566,-1.967655,1.76261,113.597413,169.828784,14.302647,7.035724,330.929647,0.771030087,0.77117185,1.998513578,1.951000599,5.801905806,7.800237559
ARM,1999,Armenia,8.045054,11.856923,344.593029,19.901977,19.901977,105,0.433569456,0.219767421,0.206181405,0.371966319,0.201433651,0.748612012,0.775416761,0.446669809,4302.919922,535.0618286,36.22000122,3122699.4,3099992,AM,Armenia,1317.741923,2744.430205,3.957685313,36.2,3089017,Europe & Central Asia,0.187982473,0.048297719,0.138358943,0.042510772,0.040575516,29.171097,74.516769,1833.862651,0.776364427,11.840884,5.068069,444.52706,0.42532456,0.180900981,0.234787525,0.055125182,0.293918909,0.086388325,0.365981623,0.133942549,0.203083397,0.041242866,2639.949318,26.042361,65.965305,1763.967898,no leverage,0.774317679,0.775890594,0.773531222,-9.48E-04,-3.79583,3.128736,6.788854,8.551464,-99.934031,69.894753,14.96962,5.068069,444.52706,0.772902709,0.773768138,2.471558289,1.622959877,6.09701093,7.878514998
ARM,2000,Armenia,4.544244,28.426973,345.812055,32.971217,32.971217,105,0.439864242,0.226597743,0.210578211,0.359492329,0.204217131,0.782927685,0.775566626,0.446669809,4564.189941,539.5258179,48.59999847,3075811,3082000,AM,Armenia,1404.321462,2924.74738,6.570295524,NA,3069588,Europe & Central Asia,0.193480551,0.051346537,0.129234735,0.044343183,0.041704637,33.715341,102.943742,2179.674706,0.775416761,8.045054,11.856923,344.593029,0.433569456,0.187982473,0.219767421,0.048297719,0.206181405,0.042510772,0.371966319,0.138358943,0.201433651,0.040575516,2744.430205,34.087415,77.822228,2108.560927,no leverage,0.775782605,0.775491694,0.774629916,1.50E-04,-3.50081,-0.372074,16.57005,25.121514,1.219026,71.113779,7.67298,11.856923,344.593029,0.774317679,0.775890594,2.085057493,2.472911916,5.842364095,7.917328757
ARM,2001,Armenia,9.778383,26.517262,486.796384,36.295645,36.295645,105,0.437122117,0.225148697,0.209552316,0.355289909,0.203068567,0.821610103,0.775566626,0.446669809,5025.089844,555.0782471,35.36000061,3065425,3064815,AM,Armenia,1548.075851,3224.141275,10.23657283,35.4,3050655,Europe & Central Asia,0.191075745,0.050691936,0.126230919,0.043912173,0.041236843,43.493724,129.461004,2666.47109,0.775566626,4.544244,28.426973,345.812055,0.439864242,0.193480551,0.226597743,0.051346537,0.210578211,0.044343183,0.359492329,0.129234735,0.204217131,0.041704637,2924.74738,38.631659,106.249201,2454.372982,no leverage,0.775516671,0.775566626,0.77572861,0,5.234139,4.862065,-1.909711,23.211803,140.984329,212.098108,9.406309,28.426973,345.812055,0.775782605,0.775491694,1.513861377,3.347338448,5.845895434,7.98096339
ARM,2002,Armenia,15.808199,4.96284,276.081823,20.771039,20.771039,105,0.430430792,0.21973756,0.196524349,0.351731901,0.20024274,0.821610103,0.775566626,0.446669809,5807.810059,573.3533325,35.34000015,3060589,3050157,AM,Armenia,1761.888272,3669.44339,13.81149513,34.8,3033897,Europe & Central Asia,0.185270667,0.048284595,0.12371533,0.03862182,0.040097155,59.301923,134.423844,2942.552913,0.775566626,9.778383,26.517262,486.796384,0.437122117,0.191075745,0.225148697,0.050691936,0.209552316,0.043912173,0.355289909,0.126230919,0.203068567,0.041236843,3224.141275,48.410042,132.766463,2941.169366,no leverage,0.775566626,0.775566626,0.77552916,0,6.029816,10.891881,-21.554422,1.657381,-210.714561,1.383547,20.670264,26.517262,486.796384,0.775516671,0.775566626,2.280174133,3.277795917,6.187845933,8.078421923
ARM,2003,Armenia,3.199393,31.652386,242.467093,34.851779,34.851779,105,0.356475041,0.198946443,0.162421246,0.308636244,0.171742568,0.821610103,0.780824748,0.425758744,6649.990234,578.7629395,48.40000153,3059965,3037617,AM,Armenia,2019.984867,4206.975118,14.64886278,33,3017806,Europe & Central Asia,0.127074455,0.039579687,0.095256331,0.026380661,0.02949551,62.501316,166.07623,3185.020006,0.775566626,15.808199,4.96284,276.081823,0.430430792,0.185270667,0.21973756,0.048284595,0.196524349,0.03862182,0.351731901,0.12371533,0.20024274,0.040097155,3669.44339,64.218241,137.729303,3217.251189,no leverage,0.777319333,0.778195687,0.776881157,0.005258122,-12.608806,-1.716925,26.689546,28.346927,-33.61473,-32.231183,14.091274,4.96284,276.081823,0.775566626,0.775566626,2.760528729,1.601978158,5.620697282,8.207795265
ARM,2004,Armenia,13.996627,22.882382,352.16084,36.879009,36.879009,105,0.355067286,0.188421343,0.16186931,0.305863958,0.171428672,0.821610103,0.758515912,0.425758744,7371.52002,533.4508057,41.50500107,3061844,3026879,AM,Armenia,2244.220171,4673.984726,11.10084075,37.5,3000612,Europe & Central Asia,0.126072778,0.035502603,0.093552761,0.026201674,0.02938779,76.497943,188.958612,3537.180846,0.780824748,3.199393,31.652386,242.467093,0.356475041,0.127074455,0.198946443,0.039579687,0.162421246,0.026380661,0.308636244,0.095256331,0.171742568,0.02949551,4206.975118,67.417634,169.381689,3459.718282,no leverage,0.771635762,0.76967033,0.772618478,-0.022308836,10.797234,9.080309,-8.770004,19.576923,109.693747,77.462564,12.279702,31.652386,242.467093,0.777319333,0.778195687,1.162961104,3.454813533,5.490866002,8.344499169
ARM,2005,Armenia,4.748412,21.454002,516.887004,26.202414,26.202414,105,0.36469659,0.193016267,0.166545492,0.311203187,0.171470906,0.825818062,0.774124486,0.386253367,8417.44043,457.6869507,39.69499969,3064925,3017661,AM,Armenia,2571.985756,5356.614424,14.60487652,36,2981259,Europe & Central Asia,0.133003603,0.037255279,0.096847423,0.027737401,0.029402272,81.246355,210.412614,4054.06785,0.758515912,13.996627,22.882382,352.16084,0.355067286,0.126072778,0.188421343,0.035502603,0.16186931,0.026201674,0.305863958,0.093552761,0.171428672,0.02938779,4673.984726,81.414261,192.264071,3811.879122,no leverage,0.771155049,0.766320199,0.772257943,0.015608573,-9.248215,-0.167906,-1.42838,18.148543,164.726164,242.188728,13.828721,22.882382,352.16084,0.771635762,0.76967033,2.638816372,3.130367269,5.864088003,8.449767247
ARM,2006,Armenia,4.553571,20.375058,589.847038,24.928629,24.928629,105,0.356575572,0.189564704,0.170733294,0.306649843,0.170492069,0.825818062,0.768825345,0.401311179,9549.269531,416.0403748,36.24499893,3068477,3009549,AM,Armenia,2933.833478,6110.226191,14.06880742,29.7,2958500,Europe & Central Asia,0.127146138,0.035934777,0.094034126,0.029149858,0.029067545,85.799926,230.787672,4643.914888,0.774124486,4.748412,21.454002,516.887004,0.36469659,0.133003603,0.193016267,0.037255279,0.166545492,0.027737401,0.311203187,0.096847423,0.171470906,0.029402272,5356.614424,86.162673,213.718073,4328.766126,no leverage,0.767155248,0.771474915,0.770572623,-0.005299141,-0.194841,-0.362747,-1.078944,17.069599,72.960034,315.148762,4.385665,21.454002,516.887004,0.771155049,0.766320199,1.557810246,3.065911201,6.24782429,8.586087417
ARM,2007,Armenia,11.896178,52.939592,428.819678,64.83577,64.83577,105,0.36225215,0.192040472,0.197156887,0.309439116,0.172624928,0.825818062,0.765479713,0.428120639,10879.46973,342.0791016,30.01499939,3072451,NA,AM,Armenia,3366.162187,7010.627056,14.73596617,31.2,2933056,Europe & Central Asia,0.13122662,0.036879543,0.095752567,0.038870838,0.029799366,97.696104,283.727264,5072.734566,0.768825345,4.553571,20.375058,589.847038,0.356575572,0.127146138,0.189564704,0.035934777,0.170733294,0.029149858,0.306649843,0.094034126,0.170492069,0.029067545,6110.226191,90.716244,234.093131,4918.613164,no leverage,0.769476515,0.767152529,0.766736364,-0.003345632,7.342607,6.97986,32.564534,49.634133,-161.02736,154.121402,11.533431,20.375058,589.847038,0.767155248,0.771474915,1.51591176,3.014311506,6.379863246,8.717719071
